ID,Recency,Frequency,Monetary,AvgAmount,LastAmount,LastGiftDate,FirstGiftDate,Gifts12,Amt12,GiftsPrev12,AmtPrev12
18533,788,1,5000.0,5000.0,5000.0,2023-06-16,2023-06-16,0.0,0.0,0.0,0.0
21072,790,8,5000.0,625.0,3400.0,2023-06-14,2005-06-30,0.0,0.0,0.0,0.0
62907,802,1,5000.0,5000.0,5000.0,2023-06-02,2023-06-02,0.0,0.0,0.0,0.0
78251,897,1,5000.0,5000.0,5000.0,2023-02-27,2023-02-27,0.0,0.0,0.0,0.0
15048,966,8,5000.0,625.0,400.0,2022-12-20,2001-09-11,0.0,0.0,0.0,0.0
60899,977,18,5000.0,277.77777777777777,250.0,2022-12-09,2015-04-21,0.0,0.0,0.0,0.0
19236,1068,1,5000.0,5000.0,5000.0,2022-09-09,2022-09-09,0.0,0.0,0.0,0.0
19750,1198,21,5000.0,238.0952380952381,200.0,2022-05-02,2013-03-13,0.0,0.0,0.0,0.0
43556,1219,1,5000.0,5000.0,5000.0,2022-04-11,2022-04-11,0.0,0.0,0.0,0.0
13892,1517,1,5000.0,5000.0,5000.0,2021-06-17,2021-06-17,0.0,0.0,0.0,0.0
63570,1517,16,5000.0,312.5,2000.0,2021-06-17,2014-06-12,0.0,0.0,0.0,0.0
64133,1517,1,5000.0,5000.0,5000.0,2021-06-17,2021-06-17,0.0,0.0,0.0,0.0
75739,1517,1,5000.0,5000.0,5000.0,2021-06-17,2021-06-17,0.0,0.0,0.0,0.0
76169,2031,1,5000.0,5000.0,5000.0,2020-01-20,2020-01-20,0.0,0.0,0.0,0.0
30191,2101,2,5000.0,2500.0,2500.0,2019-11-11,2019-05-21,0.0,0.0,0.0,0.0
15226,2276,18,5000.0,277.77777777777777,100.0,2019-05-20,2000-02-21,0.0,0.0,0.0,0.0
24364,2329,2,5000.0,2500.0,2500.0,2019-03-28,2018-08-22,0.0,0.0,0.0,0.0
